Match,Team_Ining,Batting_Pos,BatsmanName,Out / NotOut,Runs,Balls,Miss,4s,6s,SR,Match_ID
PNGVsNewZealand,PNG,8,Norman Vanua,out,14,13,15,1,1,107.69,T20I # 2702
PNGVsNewZealand,PNG,9,Alei Nao,out,3,7,14,0,0,42.85,T20I # 2702
PNGVsNewZealand,PNG,10,Kabua Morea,out,0,3,3,0,0,0,T20I # 2702
PNGVsNewZealand,PNG,11,Semo Kamea,not out,1,1,1,0,0,100,T20I # 2702
PNGVsNewZealand,New Zealand,1,Finn Allen,out,0,2,3,0,0,0,T20I # 2702
PNGVsNewZealand,New Zealand,2,Devon Conway,out,35,32,45,2,3,109.37,T20I # 2702
PNGVsNewZealand,New Zealand,3,Rachin Ravindra,out,6,11,15,0,0,54.54,T20I # 2702
PNGVsNewZealand,New Zealand,4,Kane Williamson,not out,18,17,38,2,0,105.88,T20I # 2702
PNGVsNewZealand,New Zealand,5,Daryl Mitchell,not out,19,12,13,3,0,158.33,T20I # 2702
SriLankaVsNetherlands,Sri Lanka,1,Pathum Nissanka,out,0,2,2,0,0,0,T20I # 2699
SriLankaVsNetherlands,Sri Lanka,2,Kusal Mendis,out,46,29,49,5,0,158.62,T20I # 2699
SriLankaVsNetherlands,Sri Lanka,3,Kamindu Mendis,out,17,20,24,1,1,85,T20I # 2699
SriLankaVsNetherlands,Sri Lanka,4,Dhananjaya de Silva,out,34,26,38,3,1,130.76,T20I # 2699
SriLankaVsNetherlands,Sri Lanka,5,Charith Asalanka,out,46,21,31,1,5,219.04,T20I # 2699
SriLankaVsNetherlands,Sri Lanka,6,Angelo Mathews,not out,30,15,27,1,2,200,T20I # 2699
SriLankaVsNetherlands,Sri Lanka,7,Dasun Shanaka,out,0,1,1,0,0,0,T20I # 2699
SriLankaVsNetherlands,Sri Lanka,8,Wanindu Hasaranga,not out,20,6,10,1,2,333.33,T20I # 2699
SriLankaVsNetherlands,Nether Lands,1,Michael Levitt,out,31,23,25,2,3,134.78,T20I # 2699
SriLankaVsNetherlands,Nether Lands,2,Max O'Dowd,out,11,8,20,0,1,137.5,T20I # 2699
SriLankaVsNetherlands,Nether Lands,3,Vikramjit Singh,out,7,10,12,0,0,70,T20I # 2699
SriLankaVsNetherlands,Nether Lands,4,Sybrand Engelbrecht,out,11,9,12,0,1,122.22,T20I # 2699
SriLankaVsNetherlands,Nether Lands,5,Scott Edwards,out,31,24,40,2,1,129.16,T20I # 2699
SriLankaVsNetherlands,Nether Lands,6,Bas de Leede,out,3,5,4,0,0,60,T20I # 2699
SriLankaVsNetherlands,Nether Lands,7,Logan van Beek,out,0,1,1,0,0,0,T20I # 2699
SriLankaVsNetherlands,Nether Lands,8,Tim Pringle,out,2,4,7,0,0,50,T20I # 2699
SriLankaVsNetherlands,Nether Lands,9,Aryan Dutt,out,10,8,11,1,0,125,T20I # 2699
SriLankaVsNetherlands,Nether Lands,10,Paul van Meekeren,out,3,8,11,0,0,37.5,T20I # 2699
SriLankaVsNetherlands,Nether Lands,11,Vivian Kingma,not out,1,1,2,0,0,100,T20I # 2699
BangladeshVsNepal,Bangladesh,1,Tanzid Hasan,out,0,1,1,0,0,0,T20I # 2698
BangladeshVsNepal,Bangladesh,2,Litton Das,out,10,12,5,1,0,83.33,T20I # 2698
BangladeshVsNepal,Bangladesh,3,Najmul Hossain Shanto,out,4,5,1,0,0,80,T20I # 2698
BangladeshVsNepal,Bangladesh,4,Shakib Al Hasan,out,17,22,11,2,0,77.27,T20I # 2698
BangladeshVsNepal,Bangladesh,5,Towhid Hridoy,out,9,7,4,2,0,128.57,T20I # 2698
BangladeshVsNepal,Bangladesh,6,Mahmudullah,out,13,13,6,2,0,100,T20I # 2698
BangladeshVsNepal,Bangladesh,7,Jaker Ali,out,12,26,14,0,0,46.15,T20I # 2698
BangladeshVsNepal,Bangladesh,8,Tanzim Hasan Sakib,out,3,5,2,0,0,60,T20I # 2698
BangladeshVsNepal,Bangladesh,9,Rishad Hossain,out,13,7,2,1,1,185.71,T20I # 2698
BangladeshVsNepal,Bangladesh,10,Taskin Ahmed,not out,12,15,9,2,0,80,T20I # 2698
BangladeshVsNepal,Bangladesh,11,Mustafizur Rahman,out,3,4,1,0,0,75,T20I # 2698
BangladeshVsNepal,Nepal,1,Kushal Bhurtel,out,4,8,11,1,0,50,T20I # 2698
BangladeshVsNepal,Nepal,2,Aasif Sheikh,out,17,14,29,4,0,121.42,T20I # 2698
BangladeshVsNepal,Nepal,3,Anil Sah,out,0,2,2,0,0,0,T20I # 2698
BangladeshVsNepal,Nepal,4,Rohit Paudel,out,1,6,8,0,0,16.66,T20I # 2698
BangladeshVsNepal,Nepal,5,Sundeep Jora,out,1,8,13,0,0,12.5,T20I # 2698
BangladeshVsNepal,Nepal,6,Kushal Malla,out,27,40,48,1,1,67.5,T20I # 2698
BangladeshVsNepal,Nepal,7,Dipendra Singh Airee,out,25,31,52,2,1,80.64,T20I # 2698
BangladeshVsNepal,Nepal,8,Gulsan Jha,out,0,4,5,0,0,0,T20I # 2698
BangladeshVsNepal,Nepal,9,Sompal Kami,out,0,2,6,0,0,0,T20I # 2698
BangladeshVsNepal,Nepal,10,Sandeep Lamichhane,not out,0,0,3,0,0,-,T20I # 2698
BangladeshVsNepal,Nepal,11,Abinash Bohara,out,0,1,1,0,0,0,T20I # 2698
IrelandVsPakistan,Ireland,1,Andy Balbirnie,out,0,3,2,0,0,0,T20I # 2697
IrelandVsPakistan,Ireland,2,Paul Stirling,out,1,2,11,0,0,50,T20I # 2697
IrelandVsPakistan,Ireland,3,Lorcan Tucker,out,2,2,1,0,0,100,T20I # 2697
IrelandVsPakistan,Ireland,4,Harry Tector,out,0,6,15,0,0,0,T20I # 2697
IrelandVsPakistan,Ireland,5,Curtis Campher,out,7,14,26,1,0,50,T20I # 2697
IrelandVsPakistan,Ireland,6,George Dockrell,out,11,10,11,2,0,110,T20I # 2697
IrelandVsPakistan,Ireland,7,Gareth Delany,out,31,19,30,1,3,163.15,T20I # 2697
IrelandVsPakistan,Ireland,8,Mark Adair,out,15,19,34,2,0,78.94,T20I # 2697
IrelandVsPakistan,Ireland,9,Barry McCarthy,out,2,7,12,0,0,28.57,T20I # 2697
IrelandVsPakistan,Ireland,10,Josh Little,not out,22,18,26,2,1,122.22,T20I # 2697
IrelandVsPakistan,Ireland,11,Ben White,not out,5,20,24,0,0,25,T20I # 2697
IrelandVsPakistan,Pakistan,1,Mohammad Rizwan,out,17,16,30,2,0,106.25,T20I # 2697
IrelandVsPakistan,Pakistan,2,Saim Ayub,out,17,17,19,2,1,100,T20I # 2697
IrelandVsPakistan,Pakistan,3,Babar Azam,not out,32,34,79,2,0,94.11,T20I # 2697
